"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"BDGI.TO, Long, 2026-03-22 (Price: 60.74)",No Exit Yet,"-0.41%, 12 days","88.24%, Past 20 years, 17","Weekly, was CONFIRMED on 2026-03-22",Already confirmed,"2026-04-03 (Price: 60.49), 0.41% below",12 days,Upmove Bounce Back,38.2% (Price: 59.6385),1.43% above,"2022-03-20 (Price: 22.54), 2026-01-25 (Price: 82.57)",21.77%/15.35%/17.74%,"9.21%, 50.73%",4.6 years/21 days/1.1 year,2032-10-13/2026-04-21/2027-10-16,11.15%,8.54%,2.61%,0.0,0.43,69.1525/71.5153/96.76/No Horizontal Resistance/79.9248/84.3122/64.94,35.59/24.32/58.0566/53.241/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),62.15
"ATM.NZ, Long, 2026-03-17 (Price: 11.5)",2026-04-01 (Price: 11.15),"-3.04%, 15 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-04-02 (Price: 11.4), 0.87% below",16 days,Upmove Bounce Back,23.66% (Price: 11.273),1.13% above,"2026-01-20 (Price: 9.25), 2026-03-09 (Price: 11.9)",20.37%/5.32%/11.57%,"-0.0%, 37.5%",1.1 year/21 days/5.2 months,2027-10-11/2026-04-16/2026-10-28,29.46%,4.52%,24.94%,0.0,0.27,12.382/12.8305/13.09/No Horizontal Resistance/21.86/25.8879/No EMA 200 Target,11.35/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/10.12,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets),11.43
"SLV, Long, 2026-03-08 (Price: 75.94)",2026-04-03 (Price: 65.79),"-13.37%, 26 days","100.0%, Past 19 years, 10","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-04-03 (Price: 65.79), 13.37% below",26 days,Upmove Bounce Back,50% (Price: 64.4),2.16% above,"2023-10-08 (Price: 18.97), 2026-02-01 (Price: 109.83)",27.39%/2.49%/15.01%,"0%, 72.45%",14.4 years/2.1 months/3.8 years,2046-09-27/2026-06-07/2031-08-10,3.37%,5.75%,-2.38%,0.0,0.3,98.9726/87.3386/130.46/No Horizontal Resistance/89.0774/103.171/No EMA 200 Target,27.08/18.99/73.9426/67.9787/No F-Track Level/No F-Track Level/52.84,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),81.17
"^TNX, Long, 2026-02-19 (Price: 4.075)",2026-04-01 (Price: 4.319),"5.99%, 1.4 month","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-04-02 (Price: 4.313), 5.84% above",1.4 month,Upmove Bounce Back,61.8% (Price: 4.086),5.56% above,"2025-10-22 (Price: 3.947), 2026-01-20 (Price: 4.311)",12.7%/10.13%/11.1%,"-0.0%, 19.3%",9 months/15 days/2.8 months,2027-03-17/2026-03-12/2026-06-20,25.3%,14.08%,11.22%,0.0,0.7,4.335/4.5273/4.29/4.6918/17.4008/18.8284/4.19,4.05/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets),4.104
"CVS, Long, 2025-12-21 (Price: 77.72)",2026-03-29 (Price: 70.08),"-9.83%, 3.3 months","81.82%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2026-04-03 (Price: 73.49), 5.44% below",3.4 months,Upmove Bounce Back,23.66% (Price: 75.3098),2.42% below,"2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",19.47%/0.13%/12.62%,"6.64%, 50.05%",6.2 years/2.1 months/2.4 years,2034-10-27/2026-03-22/2029-05-25,4.21%,2.96%,1.25%,0.0,0.13,79.3443/87.5283/102.67/106.045/116.3721/144.3517/No EMA 200 Target,75.63/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/74.42,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),79.75
"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",2026-04-03 (Price: 1350.5),"-13.84%, 4.1 months","100.0%, Past 48 years, 8","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-04-03 (Price: 1350.5), 13.84% below",4.1 months,Upmove Bounce Back,23.66% (Price: 1322.8731),2.09% above,"2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",42.5%/21.29%/27.07%,"-0.0%, 28.2%",1.6 year/3 months/8.1 months,2028-03-13/2026-04-09/2026-11-16,10.3%,13.21%,-2.91%,0.0,0.61,2357.3632/1991.8222/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No EMA 200 Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1447.12,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),1486.0
"C6L.SI, Long, 2025-10-12 (Price: 6.64)",2026-03-22 (Price: 6.6),"-0.6%, 5.4 months","75.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2026-04-03 (Price: 6.65), 0.15% above",5.8 months,Upmove Bounce Back,61.8% (Price: 6.5361),1.74% above,"2024-08-18 (Price: 5.86), 2025-08-03 (Price: 7.63)",19.59%/5.49%/15.65%,"4.19%, 51.25%",1.6 year/3.3 months/11.2 months,2028-01-24/2026-03-04/2027-02-10,6.19%,-1.44%,7.63%,0.0,-0.19,6.808/7.6792/7.7/6.9575/15.377/16.6022/6.66,6.46/4.792/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),6.56
"ATD.TO, Long, 2025-09-14 (Price: 73.64)",2026-03-22 (Price: 76.17),"3.44%, 6.3 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-09-14",Already confirmed,"2026-04-03 (Price: 78.3), 6.33% above",6.7 months,Upmove Bounce Back,78.6% (Price: 69.1621),13.21% above,"2025-03-23 (Price: 65.95), 2025-07-20 (Price: 80.96)",25.17%/0.64%/14.02%,"2.07%, 20.51%",2.2 years/28 days/6.8 months,2028-11-04/2025-10-24/2026-07-06,9.95%,10.51%,-0.56%,0.0,0.56,81.976/83.9643/82.65/85.51/85.3936/96.14/74.14,67.64/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),76.14
"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",2026-04-03 (Price: 1350.5),"-10.0%, 9.2 months","100.0%, Past 48 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-04-03 (Price: 1350.5), 10.0% below",9.2 months,Upmove Bounce Back,78.6% (Price: 1135.0539),18.98% above,"2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",42.5%/21.29%/27.07%,"-0.0%, 28.2%",1.6 year/3 months/8.1 months,2027-10-12/2025-11-07/2026-06-16,10.3%,13.21%,-2.91%,0.0,0.61,2256.7523/1906.8124/1862.24/No Horizontal Resistance/1879.7264/2250.6285/No EMA 200 Target,1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1447.12,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),1412.1
"PPL.TO, Long, 2025-06-30 (Price: 51.13)",2026-03-31 (Price: 62.27),"21.79%, 9.1 months","100.0%, Past 22 years, 4","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-04-03 (Price: 62.07), 21.4% above",9.2 months,Upmove Bounce Back,23.66% (Price: 49.1171),26.37% above,"2009-03-31 (Price: 11.68), 2024-11-30 (Price: 60.72)",21.79%/20.55%/21.17%,"-0.0%, 7.07%",9.1 months/9.1 months/9.1 months,2026-07-30 (Max),8.43%,5.14%,3.29%,0.0,0.26,53.0525/61.9542/80.55/51.2133/65.6559/68.3455/54.44,40.84/36.72/47.3773/37.4926/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),51.68
"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",2026-03-29 (Price: 37.2),"3.48%, 10.7 months","100.0%, Past 20 years, 9","Weekly, was CONFIRMED on 2025-05-11",Already confirmed,"2026-04-03 (Price: 36.7), 2.09% above",10.9 months,Upmove Bounce Back,23.66% (Price: 32.958),11.35% above,"2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",19.89%/3.48%/13.28%,"0%, 49.02%",5.3 years/3.3 months/1.9 year,2032-12-03/2025-10-01/2028-01-26,6.17%,8.05%,-1.88%,0.0,0.42,38.0459/40.7242/52.54/39.1917/40.9296/48.5677/37.56,32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),35.3
"^STI, Short, 2026-04-03 (Price: 4947.5)",No Exit Yet,"-0.0%, 0 days","90.0%, Past 20 years, 30","Weekly, is CONFIRMED on 2026-04-03",Already confirmed,"2026-04-03 (Price: 4947.5), 0.0% below",0 days,Upmove Break Below,88.6% (Price: 3933.0407),25.79% above,"2025-03-30 (Price: 3920.6201), 2025-04-13 (Price: 3688.1899)",8.48%/0.05%/3.3%,"4.38%, 9.53%",4.2 months/7 days/28 days,2026-10-02/2026-04-13/2026-05-13,7.01%,4.79%,2.22%,0.0,0.02,No Target/4784.2325/4808.04/3022.405/4426.2671/3917.8269/4509.0,5017.6/No Horizontal Resistance/5057.762/5741.2639/No stop loss/No stop loss/No EMA 200 Stop Loss,No Data (Across ALL Assets),66.67%/6/15 days (Across ALL Assets),4855.3198
"GDX, Short, 2026-04-03 (Price: 94.59)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 19 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2026-04-03 (Price: 94.59), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 94.543),0.05% above,"2022-09-30 (Price: 21.52), 2026-03-31 (Price: 117.175)",20.85%/3.67%/10.9%,"0%, 20.85%",6.1 months/3 months/3.8 months,2026-12-24/2026-08-11/2026-09-15,7.73%,4.79%,2.94%,0.0,0.17,82.6906/84.2797/37.2/25.645/86.069/74.1385/77.91,No Recent Maxima/No Horizontal Resistance/118.8531/124.216/95.5131/No stop loss/No EMA 200 Stop Loss,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),94.71
"000660.KS, Short, 2026-04-03 (Price: 876000.0)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 26 years, 7","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2026-04-03 (Price: 876000.0), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 856272.06),2.3% above,"2023-03-31 (Price: 73100.0), 2026-03-31 (Price: 1099000.0)",19.22%/3.4%/12.08%,"27.18%, 19.22%",9.1 months/3.1 months/4.6 months,2027-05-03/2026-08-15/2026-10-19,5.66%,4.88%,0.78%,0.0,0.35,No Target/770179.2/260460.0/96833.3333/777125.05/640063.0/540400.0,No Recent Maxima/No Horizontal Resistance/1229093.35/1365996.0/No stop loss/No stop loss/No EMA 200 Stop Loss,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),884000.0
"GOOG, Short, 2026-03-31 (Price: 286.86)",No Exit Yet,"-2.65%, 3 days","100.0%, Past 21 years, 4","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 294.46), 2.65% above",3 days,Upmove Break Below,23.66% (Price: 287.0488),2.58% above,"2022-12-31 (Price: 83.45), 2026-03-31 (Price: 350.15)",23.19%/7.72%/14.33%,"0.0%, 23.19%",3.1 months/3.1 months/3.1 months,2026-08-12 (Max),6.79%,4.88%,1.91%,0.0,0.76,No Target/245.753/126.84/84.51/285.4807/240.3589/265.47,313.8/No Horizontal Resistance/345.4418/365.3613/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),317.59
"SFTBY, Short, 2026-03-31 (Price: 12.09)",2026-04-03 (Price: 11.49),"4.96%, 3 days","100.0%, Past 14 years, 6","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 11.49), 4.96% below",3 days,Upmove Break Below,50.0% (Price: 12.16),5.51% below,"2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",18.34%/7.78%/14.95%,"0.0%, 18.34%",6.1 months/3 months/3.6 months,2026-12-21/2026-08-08/2026-09-03,9.47%,4.79%,4.68%,0.0,0.4,10.9535/10.2825/-0.32/4.205/10.0807/8.1314/No EMA 200 Target,15.82/No Horizontal Resistance/23.8631/28.8451/No F-Track Level/No F-Track Level/13.62,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),14.2475
"WIPRO.NS, Short, 2026-03-31 (Price: 187.64)",No Exit Yet,"-3.87%, 3 days","87.5%, Past 80 years, 8","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 194.91), 3.87% above",3 days,Upmove Break Below,88.6% (Price: 192.9404),1.02% above,"2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-02-06/2026-08-08/2026-11-29,6.44%,4.88%,1.56%,0.0,0.53,No Target/157.8803/98.48/187.6062/179.092/142.8471/No EMA 200 Target,301.85/366.6625/412.2037/473.5829/No F-Track Level/No F-Track Level/243.43,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),264.5
"CSCO, Short, 2026-03-31 (Price: 77.59)",No Exit Yet,"-1.84%, 3 days","86.67%, Past 36 years, 15","Monthly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 79.02), 1.84% above",3 days,Upmove Break Below,23.66% (Price: 77.8529),1.5% above,"2024-08-31 (Price: 44.5), 2026-02-28 (Price: 88.19)",17.87%/3.2%/8.23%,"20.18%, 17.87%",3.1 months/1 month/1.8 month,2026-08-12/2026-05-13/2026-06-17,6.2%,4.88%,1.32%,0.0,0.68,No Target/71.2043/51.38/40.92/75.1101/68.2017/73.26,79.46/No Horizontal Resistance/109.6316/119.2504/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),57.14%/21/1.2 month (Across ALL Assets),78.745
"WPM, Short, 2026-03-31 (Price: 131.01)",No Exit Yet,"-3.47%, 3 days","88.89%, Past 20 years, 9","Monthly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 135.56), 3.47% above",3 days,Upmove Break Below,38.2% (Price: 117.097),15.77% above,"2023-10-31 (Price: 38.37), 2026-03-31 (Price: 165.76)",15.12%/3.3%/8.48%,"17.6%, 15.12%",3.1 months/1 month/1.7 month,2026-08-12/2026-05-13/2026-06-12,6.07%,4.88%,1.19%,0.0,0.6,No Target/119.9004/54.58/38.3375/127.6576/114.4872/113.35,163.65/No Horizontal Resistance/188.656/216.4147/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),57.14%/21/1.2 month (Across ALL Assets),163.65
"000660.KS, Short, 2026-03-31 (Price: 807000.0)",No Exit Yet,"-8.55%, 3 days","94.12%, Past 26 years, 17","Monthly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-03 (Price: 876000.0), 8.55% above",3 days,Upmove Break Below,23.66% (Price: 856272.06),2.3% above,"2023-01-31 (Price: 73100.0), 2026-02-28 (Price: 1099000.0)",16.78%/3.29%/9.56%,"4.84%, 16.78%",5.1 months/1 month/2 months,2026-11-07/2026-05-13/2026-06-25,9.92%,4.88%,5.04%,0.0,0.3,No Target/729850.8/191460.0/96833.3333/641335.8/531291.2/540400.0,1061000.0/No Horizontal Resistance/1268276.0/1383413.64/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),57.14%/21/1.2 month (Across ALL Assets),1022000.0
"SFTBY, Short, 2025-12-31 (Price: 14.175)",2026-03-31 (Price: 12.09),"14.71%, 3 months","100.0%, Past 14 years, 6","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-04-03 (Price: 11.49), 18.94% below",3.1 months,Upmove Break Below,50.0% (Price: 13.3475),13.92% below,"2022-06-30 (Price: 4.195), 2025-12-31 (Price: 22.5)",18.34%/7.78%/14.95%,"0.0%, 18.34%",6.1 months/3 months/3.6 months,2026-09-22/2026-05-10/2026-06-05,9.47%,4.79%,4.68%,0.0,0.4,12.8426/12.0558/3.19/4.205/14.0995/12.0968/13.62,15.82/No Horizontal Resistance/23.8631/27.246/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),15.6175
"NAUKRI.NS, Short, 2025-09-30 (Price: 1309.3)",2026-03-31 (Price: 967.7),"26.09%, 6.1 months","100.0%, Past 19 years, 6","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2026-04-03 (Price: 993.8), 24.1% below",6.2 months,Upmove Break Below,38.2% (Price: 1381.0785),28.04% below,"2023-03-31 (Price: 661.64), 2025-03-31 (Price: 1825.78)",26.09%/3.95%/13.06%,"0%, 27.44%",9.1 months/3 months/6.1 months,2026-10-30/2026-02-07/2026-06-22,8.69%,4.79%,3.9%,0.0,0.62,No Target/1138.3054/610.82/662.12/1095.4447/920.5126/1305.57,1735.45/1483.595/2223.4618/2377.3661/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets),1488.3
