Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,2026-03-08 (Price: 672.38),No Price Target,No Date Target,7.58%/10.22%,"0.93%, 5.3 months","2026-03-06 (Price: 672.38), 0.93% above",761.9767 (Historic Rise or Fall to Pivot)/741.1252 (Avg % Gain of Historic Winning trades)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max)/723.3382 (Backtested Min),2027-04-26 (Max)/2026-03-22 (Min)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,0.93% above/0.93% above/0.93% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,4.9%,0.48%,0.81,0.25,91.67%/84/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
DELTADRIFT,"MA, Long, 2026-02-25 (Price: 509.39)",Daily,2026-03-05 (Price: 524.66),No Price Target,No Date Target,1.09%/2.86%,"2.54%, 9 days","2026-03-06 (Price: 522.34), 2.54% above",555.4898 (Historic Rise or Fall to Pivot)/528.0337 (Avg % Gain of Historic Winning trades)/541.76 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/560.55 (EMA 200)/537.3046 (Backtested Max),2026-04-22 (Max)/2026-03-11 (Avg),496.03/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Support,"93.33%, Past 4 years, 15",502.82,No Information,No Information,No Information,No Information,No Information,No Information,5.48%/1.68%/3.66%,"3.92%, 6.0%",1.3 month/2 days/10 days,13.9%,7.14%,6.76%,1.39,0.38,84.17%/139/13 days (Across ALL Assets),76.32%/511/15 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-06 (Price: 130.79)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),3.97%/6.89%,"0.0%, 0 days","2026-03-06 (Price: 130.79), 0.0% below",142.0641 (Historic Rise or Fall to Pivot)/139.8014 (Avg % Gain of Historic Winning trades)/140.93 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/145.27 (EMA 200)/146.8249 (Backtested Max)/135.9824 (Backtested Min),2026-04-27 (Max)/2026-03-07 (Min)/2026-03-26 (Avg),130.35/67.495/108.0763/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 4 years, 14",129.3,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,10.65%,-5.22%,15.87%,0.35,0.01,84.17%/139/13 days (Across ALL Assets),76.32%/511/15 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-09-30 (Price: 173.2)",Monthly,No Exit Yet,No Price Target,2026-03-05 (Avg),17.33%/19.55%,"-11.3%, 1.5 year","2026-03-06 (Price: 153.63), 11.3% below",183.6613 (Historic Rise or Fall to Pivot)/188.84 (Avg % Gain of Historic Winning trades)/253.33 (Function Specific Target)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/202.5228 (Backtested Max)/180.2492 (Backtested Min),2028-09-27 (Max),126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level/162.39,"92.86%, Past 20 years, 14",171.03,No Information,No Information,No Information,No Information,No Information,10.44% below/11.3% below/11.3% below,16.93%/4.07%/9.03%,"3.8%, 22.42%",2.8 years/5.1 months/1 year,4.95%,4.3%,0.65%,0.98,0.19,91.67%/84/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-28 (Price: 200.21),No Price Target,2026-03-09 (Min),30.62%/75.67%,"9.14%, 7.3 months","2026-03-06 (Price: 192.43), 9.14% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-03-09 (Min)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,73.78% above/33.48% above/9.14% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,91.67%/84/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2026-01-09 (Price: 115.88)",Daily,No Exit Yet,No Price Target,2026-03-06 (Avg),15.25%/16.58%,"-12.37%, 1.9 month","2026-03-06 (Price: 101.54), 12.37% below",117.0272 (Historic Rise or Fall to Pivot)/121.141 (Avg % Gain of Historic Winning trades)/121.17 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/127.3753 (Backtested Max)/118.3714 (Backtested Min),2026-08-14 (Max),111.85/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.55,"94.12%, Past 4 years, 17",114.31,No Information,No Information,No Information,No Information,No Information,11.06% below/12.37% below/12.37% below,9.92%/2.15%/4.54%,"3.96%, 50.6%",5 months/7 days/1.3 month,-15.79%,-3.38%,-12.41%,0.77,-0.11,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2026-02-27 (Price: 23.06)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),8.4%/11.42%,"-6.85%, 7 days","2026-03-06 (Price: 21.48), 6.85% below",24.7019 (Historic Rise or Fall to Pivot)/23.934 (Avg % Gain of Historic Winning trades)/27.43 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.36 (EMA 200)/24.3652 (Backtested Max)/23.2837 (Backtested Min),2026-05-16 (Max)/2026-03-07 (Min)/2026-04-11 (Avg),21.41/14.992/22.354/16.3295/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.71%, Past 4 years, 21",23.04,No Information,No Information,No Information,No Information,No Information,4.91% below/6.85% below/6.85% below,5.66%/0.97%/3.79%,"9.71%, 32.85%",1.8 month/6 days/1 month,9.74%,5.62%,4.12%,0.31,0.29,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-20 (Price: 62.08)",Daily,No Exit Yet,No Price Target,2026-03-06 (Avg),10.18%/10.78%,"-6.78%, 14 days","2026-03-06 (Price: 57.87), 6.78% below",67.7231 (Historic Rise or Fall to Pivot)/63.7624 (Avg % Gain of Historic Winning trades)/64.11 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.6796 (Backtested Max),2026-03-20 (Max),58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,"100.0%, Past 4 years, 13",61.93,No Information,No Information,No Information,No Information,No Information,5.12% below/6.78% below/6.78% below,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-19 (Price: 58.23)",Daily,2026-03-04 (Price: 60.24),62.7894 (Backtested Max),2026-03-06 (Avg),4.57%/9.04%,"8.12%, 15 days","2026-03-06 (Price: 62.96), 8.12% above",81.57 (Function Specific Target)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2),2026-04-25 (Max),42.38/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/44.98,"78.26%, Past 4 years, 23",57.83,No Information,No Information,No Information,No Information,No Information,13.69% above/8.12% above/8.12% above,7.83%/0.32%/3.94%,"11.63%, 29.81%",1.5 month/4 days/11 days,17.54%,12.66%,4.88%,0.1,0.6,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2026-02-24 (Price: 196.37)",Daily,No Exit Yet,No Price Target,2026-03-04 (Min),5.12%/5.24%,"-1.4%, 10 days","2026-03-06 (Price: 193.63), 1.4% below",203.7731 (Historic Rise or Fall to Pivot)/203.5375 (Avg % Gain of Historic Winning trades)/204.52 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/216.2426 (Backtested Max),2026-08-16 (Max)/2026-04-12 (Avg),183.5/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/189.15,"100.0%, Past 4 years, 31",195.43,No Information,No Information,No Information,No Information,No Information,1.05% below/1.4% below/1.4% below,10.12%/0.29%/3.65%,"0%, 13.61%",4 months/6 days/1.1 month,18.43%,18.99%,-0.56%,1.15,1.18,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-05 (Price: 50.37)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),2.25%/3.21%,"-0.75%, 1 day","2026-03-06 (Price: 49.99), 0.75% below",52.8633 (Historic Rise or Fall to Pivot)/51.594 (Avg % Gain of Historic Winning trades)/52.23 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/53.56 (EMA 200)/52.2035 (Backtested Max)/51.1155 (Backtested Min),2026-04-14 (Max)/2026-03-07 (Min)/2026-03-18 (Avg),50.22/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 4 years, 14",50.47,No Information,No Information,No Information,No Information,No Information,No Information,3.64%/1.48%/2.43%,"5.35%, 6.14%",28 days/2 days/9 days,5.73%,3.54%,2.19%,0.28,0.12,84.17%/139/13 days (Across ALL Assets),76.32%/511/15 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-02-23 (Price: 8.95)",Daily,No Exit Yet,No Price Target,2026-03-05 (Min),6.37%/7.84%,"-2.35%, 11 days","2026-03-06 (Price: 8.74), 2.35% below",9.4252 (Historic Rise or Fall to Pivot)/9.2964 (Avg % Gain of Historic Winning trades)/9.82 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.7099 (Backtested Max),2026-09-15 (Max)/2026-04-11 (Avg),8.13/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.94,"82.05%, Past 4 years, 39",8.85,No Information,No Information,No Information,No Information,No Information,1.58% below/2.35% below/2.35% below,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-19 (Price: 45.785)",Weekly,No Exit Yet,No Price Target,2026-03-07 (Avg),2.01%/4.52%,"2.09%, 4.7 months","2026-03-06 (Price: 46.74), 2.09% above",47.6805 (Historic Rise or Fall to Pivot)/48.8526 (Avg % Gain of Historic Winning trades)/58.29 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/52.2407 (Backtested Max),2026-12-27 (Max)/2026-03-07 (Avg),41.74/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/40.73,"89.29%, Past 10 years, 28",45.13,No Information,No Information,No Information,No Information,No Information,3.64% above/2.09% above/2.09% above,14.1%/1.28%/6.7%,"9.77%, 32.06%",10 months/1.2 month/3.2 months,5.54%,4.82%,0.72%,0.75,0.24,91.28%/149/4.5 months (Across ALL Assets),76.49%/268/3.6 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-08 (Price: 10.84),No Price Target,No Date Target,19.77%/28.02%,"-13.97%, 1.4 year","2026-03-06 (Price: 10.84), 13.97% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,11.51% below/13.07% below/13.97% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,91.67%/84/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-02-05 (Price: 9.65)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),4.21%/4.5%,"-2.59%, 29 days","2026-03-06 (Price: 9.4), 2.59% below",9.8227 (Historic Rise or Fall to Pivot)/9.9163 (Avg % Gain of Historic Winning trades)/9.85 (Horizontal)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.3795 (Backtested Max)/9.7957 (Backtested Min),2026-07-15 (Max)/2026-03-07 (Min)/2026-04-06 (Avg),9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.21,"83.33%, Past 4 years, 30",9.46,No Information,No Information,No Information,No Information,No Information,1.78% below/2.59% below/2.59% below,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,0.18%,2.84%,-2.66%,0.35,0.12,92.26%/297/1.2 month (Across ALL Assets),80.5%/523/1.4 month (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-02-18 (Price: 38.72)",Daily,No Exit Yet,No Price Target,2026-03-08 (Min),9.83%/13.93%,"-7.49%, 16 days","2026-03-06 (Price: 35.82), 7.49% below",39.3395 (Historic Rise or Fall to Pivot)/42.9172 (Avg % Gain of Historic Winning trades)/40.81 (Function Specific Target)/42.665 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/44.2028 (Backtested Max)/41.3801 (Backtested Min),2031-06-01 (Max)/2026-03-08 (Min)/2027-11-05 (Avg),38.2/20.865/38.0047/No support/No F-Track Level/No F-Track Level/38.7,"100.0%, Past 5 years, 11",38.76,No Information,No Information,No Information,"61.8% (Price: 39.0132), 8.18% below, Upmove Bounce Back","2025-12-16 (Price: 37.68), 2026-01-29 (Price: 41.17)",No Information,14.16%/6.87%/10.84%,"-0.0%, 45.3%",3.7 years/13 days/1.2 year,13.13%,-2.21%,15.34%,1.46,-0.08,94.0%/300/5.4 months (Across ALL Assets),50.0%/56/5 months (Across ALL Assets)
FRACTAL TRACK,"MFT.NZ, Long, 2026-02-17 (Price: 62.5)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),1.87%/2.95%,"1.6%, 17 days","2026-03-06 (Price: 63.5), 1.6% above",65.375 (Avg % Gain of Historic Winning trades)/69.9 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/64.69 (EMA 200)/70.9062 (Backtested Max),2028-07-22 (Max)/2026-03-07 (Min)/2026-11-30 (Avg),62.0/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",63.41,No Information,No Information,No Information,"61.8% (Price: 62.0801), 2.29% above, Upmove Bounce Back","2025-07-31 (Price: 57.37), 2026-01-14 (Price: 69.7)",No Information,13.45%/0.01%/4.6%,"-0.0%, 26.79%",1.7 year/13 days/6.6 months,6.61%,0.8%,5.81%,0.39,0.01,94.0%/300/5.4 months (Across ALL Assets),50.0%/56/5 months (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2026-02-22 (Price: 124.2)",Weekly,2026-03-08 (Price: 135.23),No Price Target,No Date Target,2.26%/3.02%,"8.88%, 14 days","2026-03-08 (Price: 135.23), 8.88% above",147.6862 (Historic Rise or Fall to Pivot)/139.3151 (Avg % Gain of Historic Winning trades)/143.5 (Function Specific Target)/209.885 (Horizontal)/245.9157 (F-Stack 1)/289.1348 (F-Stack 2)/177.55 (EMA 200)/140.6689 (Backtested Max)/138.2843 (Backtested Min),2026-07-24 (Max)/2026-05-15 (Min)/2026-06-19 (Avg),123.77/No Horizontal Support/118.5983/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 11 years, 4",122.9,No Information,No Information,No Information,No Information,No Information,No Information,13.26%/11.34%/12.17%,"0%, 17.71%",3.5 months/1.9 month/2.7 months,12.67%,15.77%,-3.1%,14.45,0.74,76.92%/13/2.8 months (Across ALL Assets),85.22%/115/2.2 months (Across ALL Assets)
DELTADRIFT,"FRW.NZ, Long, 2026-03-06 (Price: 13.96)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),2.86%/4.01%,"0.0%, 0 days","2026-03-06 (Price: 13.96), 0.0% below",14.6859 (Historic Rise or Fall to Pivot)/14.5198 (Avg % Gain of Historic Winning trades)/14.6 (Function Specific Target)/14.785 (Horizontal)/16.2179 (F-Stack 1)/21.849 (F-Stack 2)/14.7097 (Backtested Max)/14.3593 (Backtested Min),2026-04-27 (Max)/2026-03-07 (Min)/2026-03-19 (Avg),13.75/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/12.92,"71.43%, Past 4 years, 7",14.0,No Information,No Information,No Information,No Information,No Information,No Information,5.37%/2.86%/4.01%,"13.71%, 14.11%",1.2 month/1 day/9 days,0.71%,4.01%,-3.3%,-0.04,0.19,84.17%/139/13 days (Across ALL Assets),76.32%/511/15 days (Across ALL Assets)
DELTADRIFT,"MTY.TO, Long, 2026-03-05 (Price: 39.8)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),2.76%/6.03%,"-0.83%, 1 day","2026-03-06 (Price: 39.47), 0.83% below",42.4785 (Historic Rise or Fall to Pivot)/41.8497 (Avg % Gain of Historic Winning trades)/42.16 (Function Specific Target)/72.5033 (Horizontal)/46.1839 (Backtested Max)/40.5602 (Backtested Min),2026-04-26 (Max)/2026-03-07 (Min)/2026-03-22 (Avg),37.0/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.19,"71.43%, Past 4 years, 14",39.93,No Information,No Information,No Information,No Information,No Information,No Information,16.04%/1.91%/5.15%,"10.87%, 15.04%",1.2 month/2 days/12 days,7.41%,-2.61%,10.02%,0.18,-0.1,84.17%/139/13 days (Across ALL Assets),76.32%/511/15 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-02-08 (Price: 120.18)",Weekly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,-64.45%/-54.18%,"-26.01%, 28 days","2026-03-06 (Price: 151.44), 26.01% above",113.4499 (Avg % Gain of Historic Winning trades)/53.83 (Function Specific Target)/93.0152 (F-Stack 1)/69.3828 (F-Stack 2),2026-10-18 (Max)/2026-03-20 (Min)/2026-05-27 (Avg),No support/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No support,"89.47%, Past 10 years, 19",155.0,No Information,No Information,No Information,No Information,No Information,26.01% above/26.01% above/26.01% above,15.6%/1.62%/5.6%,"24.19%, 18.85%",5.8 months/28 days/2.5 months,-0.74%,4.79%,-5.53%,0.37,0.22,66.67%/6/1.9 month (Across ALL Assets),35.71%/14/1.5 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,-32.0%/-22.81%,"29.51%, 4.3 months","2026-03-06 (Price: 151.44), 29.51% below",102.98 (Function Specific Target)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,29.92% below/29.51% below/29.51% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.6 months (Across ALL Assets),0.0%/7/6.3 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,-31.67%/-22.81%,"29.92%, 5.3 months","2026-03-06 (Price: 151.44), 29.92% below",103.48 (Function Specific Target)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,37.91% below/37.4% below/29.92% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.6 months (Across ALL Assets),0.0%/7/6.3 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,2026-03-08 (Price: 289.48),291.0839 (Avg % Gain of Historic Winning trades)/287.5071 (F-Stack 2),2026-03-10 (Max),-56.56%,"6.96%, 4.3 months","2026-03-08 (Price: 289.48), 6.96% below",125.7575 (Horizontal),2026-03-10 (Max),No support/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,25.0%/4/2.8 months (Across ALL Assets),33.33%/3/4.8 months (Across ALL Assets)
OSCILLATOR DELTA,"WPM.TO, Short, 2026-03-06 (Price: 199.72)",Daily,No Exit Yet,No Price Target,2026-03-08 (Min),-73.57%/-24.51%,"-0.0%, 0 days","2026-03-06 (Price: 199.72), 0.0% below",188.316 (Historic Rise or Fall to Pivot)/184.042 (Avg % Gain of Historic Winning trades)/186.18 (Function Specific Target)/52.782 (Horizontal)/174.4202 (F-Stack 1)/158.548 (F-Stack 2)/150.77 (EMA 200),2026-04-27 (Max)/2026-03-08 (Min)/2026-03-29 (Avg),No Recent Maxima/52.782/174.4202/158.548/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 6 years, 5",196.83,No Information,No Information,No Information,No Information,No Information,No Information,10.69%/5.67%/7.85%,"0.0%, 10.96%",1.2 month/2 days/16 days,11.21%,5.2%,6.01%,1.42,0.84,56.25%/16/1.2 month (Across ALL Assets),69.05%/126/1.3 month (Across ALL Assets)
